apartment_id,apartment_name,legal_dong,gu,household_count,school_premium_core_score,school_premium_confidence,recent_market_price,baseline_non_school_price,expected_school_premium_pct,expected_school_premium_amount,expected_fair_price,observed_market_premium_pct,school_value_gap_pct,total_value_gap_pct,comparable_count,comparable_rule,comparable_method_gap_pct,residual_method_gap_pct,gap_confidence,transaction_count,price_window_used,school_data_quality_flag,data_quality_flag,as_of_date
A10020645,강서자이에코델타,강동동,강서구,856.0,84.39039735099338,C,532000000.0,480804980.463652,15.707645281770265,75523140.82831526,556328121.2919673,17.804426184007895,-2.0967809022376294,4.572955130069034,17.0,DISTRICT_RELAXED,-9.253434784265746,5.059872979790491,LOW,2.0,24M,MIDDLE_OPTION_MISSING,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10020649,e편한세상 에코델타 센터포인트,강동동,강서구,953.0,84.39039735099338,C,,,,,,,,,,,,,LOW,,,MIDDLE_OPTION_MISSING,RECENT_PRICE_MISSING,2026-08-28
A10020721,백양산서희스타힐스,부암동,부산진구,1295.0,66.89039735099338,B,377500000.0,388115047.76401126,7.428485025184317,28831068.203636527,416946115.9676478,25.113375335135405,-17.684890309951086,10.449302243085512,11.0,ALL_SAME_DONG,-45.53329172180425,10.163511101902067,LOW,10.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10020870,양정자이더샵SKVIEW아파트(2단지),양정동,부산진구,2276.0,83.05761589403974,B,717000000.0,568360607.1624187,15.055263916615868,85568189.40638244,653928796.5688012,43.994637328304705,-28.939373411688837,-8.796541622203469,7.0,DISTRICT_RELAXED,-46.781706909565514,-11.097039913812168,MEDIUM,13.0,6M,OK,OK,2026-08-28
A10022002,래미안포레스티지3단지,온천동,동래구,4043.0,83.79271523178808,B,946500000.0,815583756.8488723,15.414630457532642,125719222.1899153,941302979.0387876,33.533343061596476,-18.118712604063834,-0.5490777560710369,8.0,ALL_SAME_DONG,-35.60021033993412,-0.6372148681935457,MEDIUM,26.0,6M,OK,OK,2026-08-28
A10022267,오션라이프에일린의뜰1단지,동삼동,영도구,1228.0,64.43979028697572,B,420000000.0,390125978.80771154,6.3174051039238455,24645838.496931255,414771817.3046428,94.19036005548111,-87.87295495155726,-1.2448054036564793,6.0,ALL_SAME_DONG,-174.40578312885165,-1.340126774262873,MEDIUM,30.0,6M,OK,OK,2026-08-28
A10022280,두산위브더제니스센트럴사하,장림동,사하구,1643.0,77.03780353200882,B,375000000.0,241800132.04188183,12.1541589204482,29388772.318223923,271188904.36010575,55.086763945623815,-42.93260502517562,-27.682958837305126,0.0,INSUFFICIENT_COMPARABLES,,-42.93260502517562,LOW,15.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10022365,연산포레서희스타힐스,연산동,연제구,612.0,73.0110927152318,B,519500000.0,681207255.0803286,10.25452733524801,69854584.18190491,751061839.2622335,-15.426835774820091,25.6813631100681,44.57398253363494,5.0,RELAXED_SAME_DONG_1,17.369864644560717,33.99286157557549,MEDIUM,14.0,6M,OK,OK,2026-08-28
A10022405,드파인센텀,반여동,해운대구,750.0,75.30364238410596,B,625000000.0,508213654.8547885,11.332075238285611,57591153.73938578,565804808.5941743,67.02410193258511,-55.6920266942995,-9.471230624932115,12.0,ALL_SAME_DONG,-99.73635544889301,-11.647697939705992,HIGH,11.0,6M,OK,OK,2026-08-28
A10022434,e편한세상송도더퍼스트비치,암남동,서구,1302.0,73.16280353200882,B,461800000.0,438390557.7679833,10.325511339920102,45266066.755472064,483656624.5234554,5.339860044249867,4.985651295670235,4.732919992086493,0.0,INSUFFICIENT_COMPARABLES,,4.985651295670235,LOW,107.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10022541,에코델타스마트시티수자인,강동동,강서구,554.0,84.39039735099338,C,749000000.0,675658905.4275539,15.707645281770244,106130104.17925167,781789009.6068056,10.854751411296238,4.852893870474006,4.377704887423972,0.0,INSUFFICIENT_COMPARABLES,,4.852893870474006,LOW,3.0,12M,MIDDLE_OPTION_MISSING,INSUFFICIENT_COMPARABLES,2026-08-28
A10022568,해운대경동리인뷰2차,우동,해운대구,632.0,81.58217439293598,B,950000000.0,1098530933.2594512,14.337341114040413,157500127.14465904,1256031060.4041102,-7.78035597778114,22.117697091821555,32.213795832011606,5.0,RELAXED_SAME_DONG_2,16.377183628198342,27.858210555444764,MEDIUM,5.0,12M,OK,OK,2026-08-28
A10022574,초읍하늘채포레스원,초읍동,부산진구,756.0,61.15353200883003,B,550000000.0,441346892.7303238,4.84546555839156,21385311.680279195,462732204.410603,21.839566238372413,-16.994100679980853,-15.866871925344917,10.0,DISTRICT_RELAXED,-14.215139166291692,-19.77306219367001,HIGH,11.0,6M,OK,OK,2026-08-28
A10022591,사직하늘채리센티아,사직동,동래구,690.0,77.53211920529802,B,720000000.0,545543671.5565841,12.389600394485466,67590680.88326502,613134352.4398491,36.04283401844849,-23.653233623963022,-14.842451050020955,8.0,ALL_SAME_DONG,-27.717632635431304,-19.588834612494743,MEDIUM,27.0,6M,OK,OK,2026-08-28
A10022696,에코델타호반써밋스마트시티,강동동,강서구,526.0,84.39039735099338,C,629000000.0,491068781.49505675,15.707645281770265,77135342.28675497,568204123.7818117,37.18040197413607,-21.472756692365802,-9.665481115769204,21.0,DISTRICT_RELAXED,-30.565195492583076,-12.380317892148529,LOW,3.0,24M,MIDDLE_OPTION_MISSING,OK,2026-08-28
A10022844,롯데캐슬라센트,부암동,부산진구,2195.0,70.84387417218544,B,440000000.0,394710800.485154,9.24547906344728,36492904.420020044,431203704.905174,51.301688034332656,-42.05620897088538,-1.9991579760968103,11.0,ALL_SAME_DONG,-81.88387616282422,-2.2285417789465356,HIGH,45.0,6M,OK,OK,2026-08-28
A10022847,대연비치,대연동,남구,1384.0,77.64387417218543,B,1042500000.0,579747901.6882911,12.442897505507622,72137437.1974051,651885338.8856962,89.62275317620467,-77.17985567069705,-37.46903224118022,11.0,ALL_SAME_DONG,-86.98307056756983,-67.37664077382429,HIGH,24.0,6M,OK,OK,2026-08-28
A10022890,레이카운티(5단지),거제동,연제구,4470.0,80.79547461368652,B,894500000.0,844290131.1557014,13.956380261679735,117832341.21592426,962122472.3716257,26.403999761253626,-12.447619499573891,7.559806860997842,9.0,ALL_SAME_DONG,-32.90462698986858,8.009387990720796,LOW,146.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10022905,포레나부산덕천2차,덕천동,북구,795.0,67.33973509933774,A,582500000.0,437099354.7531675,7.633466263367361,33365831.782479465,470465186.535647,129.46542667001407,-121.8319604066467,-19.233444371562747,5.0,ALL_SAME_DONG,-218.03249119756688,-25.631429615726553,MEDIUM,30.0,6M,OK,OK,2026-08-28
A10022985,경동포레스트힐 행복주택 아미,아미동2가,서구,767.0,44.87897350993377,B,,,,,,,,,,,,,LOW,,,OK,RECENT_PRICE_MISSING,2026-08-28
A10022999,대연푸르지오클라센트1단지,대연동,남구,1057.0,45.4014348785872,B,621500000.0,644973817.9850962,-1.93197144512941,-12460709.992033005,632513107.9930632,-10.111310888826303,8.179339443696893,1.772020594217727,6.0,RELAXED_SAME_DONG_2,14.651150971381899,1.7075279160118861,MEDIUM,50.0,6M,OK,OK,2026-08-28
A10023014,시청앞 행복주택2단지,연산동,연제구,999.0,32.301821192052984,B,,,,,,,,,,,,,LOW,,,OK,RECENT_PRICE_MISSING,2026-08-28
A10023021,서면비스타동원,당감동,부산진구,806.0,62.1960816777042,B,445000000.0,392819180.48979735,5.310210775141577,20859526.449192047,413678706.9389894,76.96997528069174,-71.65976450555016,-7.038492822699016,9.0,ALL_SAME_DONG,-135.3460657443737,-7.9734632667266325,MEDIUM,24.0,6M,OK,OK,2026-08-28
A10023040,양정포레힐즈스위첸1단지,양정동,부산진구,1338.0,64.81462472406182,B,735000000.0,662255393.4765866,6.486603777673561,42957883.37109923,705213276.8476858,28.02928240173741,-21.54267862406385,-4.052615394872683,12.0,DISTRICT_RELAXED,-38.587587438214136,-4.497769809913565,HIGH,54.0,6M,OK,OK,2026-08-28
A10023104,사상중흥에스-클래스그랜드센트럴,덕포동,사상구,1572.0,49.122130242825605,B,597000000.0,468767605.74358207,-0.3717315158393908,-1742556.926594615,467025048.81698745,27.35521667565093,-27.72694819149032,-21.77134860686978,0.0,INSUFFICIENT_COMPARABLES,,-27.72694819149032,LOW,51.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10023208,두산위브더제니스하버시티,범일동,동구,2040.0,63.84878587196467,B,640000000.0,531416065.9937773,6.0511741695158605,32156911.718072772,563572977.71185,20.4329415226024,-14.381767353086538,-11.941722232523432,0.0,INSUFFICIENT_COMPARABLES,,-14.381767353086538,LOW,33.0,6M,MIDDLE_SCORE_PARTIAL,INSUFFICIENT_COMPARABLES,2026-08-28
A10023283,금호센트럴베이 행복주택 일광,일광읍,기장군,999.0,75.63647902869756,B,,,,,,,,,,,,,LOW,,,OK,RECENT_PRICE_MISSING,2026-08-28
A10023409,이진젠시티개금,개금동,부산진구,736.0,71.48399558498896,B,612500000.0,550185130.811662,9.542552216435162,52501703.3947649,602686834.2064269,83.4895200714522,-73.94696785501705,-1.6021495173180633,7.0,ALL_SAME_DONG,-146.1103241138617,-1.7836115961723973,MEDIUM,16.0,6M,OK,OK,2026-08-28
A10023417,더샵동래,온천동,동래구,603.0,83.8975165562914,B,715000000.0,692452421.4056482,15.465955809686394,107094385.49770093,799546806.9033492,7.6991185491878,7.766837260498594,11.824728238230641,8.0,ALL_SAME_DONG,3.323910457825475,12.209764063171713,MEDIUM,12.0,6M,OK,OK,2026-08-28
A10023420,남천자이,남천동,수영구,913.0,53.67406181015453,B,1475000000.0,1959726076.4710083,1.5708807452370799,30784959.594673157,1990511036.0656815,19.967318095278255,-18.396437350041175,34.94990075021569,8.0,DISTRICT_RELAXED,-63.09813451445355,26.305259814371194,LOW,14.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10023436,데시앙해링턴플레이스파크시티,용호동,남구,1725.0,41.660761589403975,B,378000000.0,468441963.4964291,-3.475958164250126,-16282846.674927711,452159116.8215014,8.61856663978387,-12.094524804033995,19.61881397394216,8.0,ALL_SAME_DONG,-40.0200644616437,15.83101485357571,LOW,38.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10023440,힐스테이트사하역,괴정동,사하구,1314.0,72.3003863134658,B,604000000.0,572810529.7261683,9.922602413621107,56837711.44808459,629648241.1742529,33.32639591262656,-23.403793499005452,4.2463975454061,8.0,DISTRICT_RELAXED,-51.28520042221141,4.4776134242004995,LOW,34.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10023526,힐스테이트연산,연산동,연제구,1651.0,43.889845474613686,B,579000000.0,655772620.653955,-2.5588411448523973,-16780179.63397026,638992441.0199847,-5.334772907682456,2.775931762830059,10.361388777199432,9.0,RELAXED_SAME_DONG_2,-3.596496611754374,9.14836013741449,LOW,39.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10023533,오션파라곤아파트,문현동,남구,662.0,51.52516556291391,B,365000000.0,460731449.04984915,0.6491282497115725,2990737.9910880923,463722187.04093724,-7.497083095953428,8.146211345665002,27.047174531763616,7.0,ALL_SAME_DONG,-5.134850668135393,21.427273359465396,LOW,24.0,6M,MIDDLE_SCORE_PARTIAL,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10023542,해운대센트럴푸르지오,우동,해운대구,548.0,81.58217439293598,B,970000000.0,1098688560.1835098,14.337341114040413,157522726.654449,1256211286.8379588,-4.81530292163026,19.152644035670672,29.50631823071741,5.0,RELAXED_SAME_DONG_1,12.255022581168772,26.050265490172574,MEDIUM,11.0,6M,OK,OK,2026-08-28
A10023544,센트럴스타힐스,괘법동,사상구,874.0,49.17135761589404,B,427500000.0,422095578.0416601,-0.35092294055414364,-1481230.2144128084,420614347.82724726,1.2803787197710248,-1.6313016603251684,-1.6106788708193487,0.0,INSUFFICIENT_COMPARABLES,,-1.6313016603251684,LOW,18.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10023571,주례롯데캐슬골드스마트,주례동,사상구,998.0,58.16153421633554,A,580000000.0,474386132.44483477,3.5230580408076806,16712898.783574283,491099031.22840905,85.31522839751432,-81.79217035670663,-15.3277532364812,8.0,ALL_SAME_DONG,-144.84412832283942,-18.74021239057384,MEDIUM,27.0,6M,OK,OK,2026-08-28
A10023607,더샵남천프레스티지,남천동,수영구,975.0,77.64387417218543,B,1200000000.0,1951222246.6845157,12.442897505507666,242788584.25961804,2194010830.9441338,0.5704137972515255,11.87248370825614,82.83423591201115,7.0,DISTRICT_RELAXED,-27.19801627656218,50.94298369307446,LOW,25.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10023616,래미안어반파크2단지,연지동,부산진구,2616.0,67.58669977924946,B,757000000.0,585567562.7371762,7.74629440984449,45359787.37817252,630927350.1153487,96.88764509333872,-89.14135068349422,-16.654247012503475,5.0,ALL_SAME_DONG,-156.75270928625613,-21.52999208073232,MEDIUM,62.0,6M,OK,OK,2026-08-28
A10023625,e편한세상시민공원2단지,전포동,부산진구,1401.0,53.49387417218543,B,678000000.0,582063267.1252066,1.4932674751597652,8691761.452833056,590755028.5780396,53.857493096631046,-52.36422562147128,-12.86798988524489,6.0,ALL_SAME_DONG,-89.73953571613724,-14.988915526805325,MEDIUM,56.0,6M,OK,OK,2026-08-28
A10023627,가야롯데캐슬골드아너,가야동,부산진구,935.0,62.1960816777042,B,635000000.0,413670501.93399966,5.310210775141577,21966775.567281485,435637277.50128114,49.823530281129294,-44.51331950598772,-31.395704330506902,11.0,DISTRICT_RELAXED,-40.833035270191886,-48.19360374178354,HIGH,32.0,6M,OK,OK,2026-08-28
A10023647,센텀KCC스위첸,반여동,해운대구,638.0,75.30364238410596,B,640000000.0,497648793.4658646,11.332075238285611,56393935.69797236,554042729.163837,51.30857134195911,-39.9764961036735,-13.430823568150474,12.0,ALL_SAME_DONG,-62.68031477603738,-17.272677431309624,HIGH,17.0,6M,OK,OK,2026-08-28
A10023684,포레나부산덕천1차,덕천동,북구,636.0,67.33973509933774,A,551500000.0,399311225.4867687,7.633466263367361,30481287.683371246,429792513.17013997,132.05818380463782,-124.42471754127045,-22.06844729462557,5.0,ALL_SAME_DONG,-218.3700798674462,-30.479355215094706,MEDIUM,36.0,6M,OK,OK,2026-08-28
A10023692,웨이브리즈,기장읍청강리,기장군,728.0,65.05954746136865,B,259500000.0,335282617.2546729,6.597306290749505,22119621.1999321,357402238.454605,8.458334459181433,-1.861028168431928,37.72725952007898,8.0,DISTRICT_RELAXED,-32.92197110018746,29.19991476332361,LOW,20.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10023704,대신해모로센트럴아파트,서대신동2가,서구,733.0,66.23658940397351,B,562500000.0,507543008.74239266,7.130924553026441,36192509.02758038,543735517.769973,10.828046157857951,-3.6971216048315103,-3.3359079520047907,0.0,INSUFFICIENT_COMPARABLES,,-3.6971216048315103,LOW,32.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10023725,백양산베스티움에코포레,만덕동,북구,593.0,40.07654525386313,A,305000000.0,375056731.25259745,-4.122503747164741,-15461727.799881935,359595003.4527155,13.05795476972861,-17.180458516893353,17.90000113203787,12.0,ALL_SAME_DONG,-48.91738247046387,14.556465436677167,LOW,12.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10023750,e편한세상서면더센트럴,범천동,부산진구,998.0,67.25629139072848,B,510000000.0,431140750.7385327,7.5953709272539305,32746739.237138867,463887489.9756716,7.140684921772323,0.45468600548160776,-9.041668632221256,14.0,DISTRICT_RELAXED,11.604837458230467,-10.69546544726725,LOW,43.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10023778,이지더원2차포레온아파트,일광읍,기장군,786.0,75.63647902869756,B,,,,,,,,,,,,,LOW,,,OK,RECENT_PRICE_MISSING,2026-08-28
A10023781,힐스테이트명륜트라디움,명륜동,동래구,874.0,75.1171633554084,B,1030000000.0,749374811.4886844,11.244033972227907,84259958.38310659,833634769.871791,48.419034822309925,-37.175000850082014,-19.064585449340676,17.0,DISTRICT_RELAXED,-48.1461278685742,-26.203873831589842,HIGH,7.0,6M,OK,OK,2026-08-28
A10023790,힐스테이트이진베이시티아파트,암남동,서구,1368.0,73.16280353200882,B,880000000.0,683594686.0553589,10.325511339920102,70584646.82773733,754179332.8830962,28.731252297759347,-18.405740957839246,-14.297803081466343,0.0,INSUFFICIENT_COMPARABLES,,-18.405740957839246,LOW,29.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10023837,부산오션시티푸르지오,동삼동,영도구,846.0,42.04061810154525,B,397250000.0,409859824.7690276,-3.3202853396563037,-13608515.674947023,396251309.09408057,64.29392519460227,-67.61421053425858,-0.25140110910495395,6.0,ALL_SAME_DONG,-134.98475461341087,-0.24366645510626173,MEDIUM,12.0,6M,OK,OK,2026-08-28
A10023872,대연양우내안애퍼스트,문현동,남구,560.0,63.7098233995585,B,610000000.0,533682579.3610966,5.988672335950129,31960500.991983056,565643080.3530797,26.678550827495293,-20.689878491545166,-7.271626171626277,7.0,ALL_SAME_DONG,-33.06827720797334,-8.311479775116991,MEDIUM,35.0,6M,MIDDLE_SCORE_PARTIAL,OK,2026-08-28
A10023912,일광한신더휴센트럴포레2단지,일광읍삼성리,기장군,1298.0,75.63647902869756,B,428000000.0,456696431.1698333,11.489388683813285,52471628.08220595,509168059.25203925,-6.177516831001878,17.666905514815163,18.964499825242818,5.0,ALL_SAME_DONG,17.560941851711355,17.77286917791897,MEDIUM,15.0,6M,OK,OK,2026-08-28
A10023928,사하코오롱하늘채,신평동,사하구,969.0,45.64525386313466,B,265000000.0,250554843.63710302,-1.830480488666797,-4586357.526186764,245968486.11091626,53.60498450862207,-55.43546499728886,-7.181703354371227,5.0,ALL_SAME_DONG,-103.27518224816878,-7.595747746408954,MEDIUM,36.0,6M,OK,OK,2026-08-28
A10023963,부산항일동미라주더오션(1지구),좌천동,동구,546.0,36.20816777041942,B,460000000.0,501145947.9526943,-5.683114306935899,-28480697.06672913,472665250.88596517,-8.210372271947064,2.527257965011165,2.7533154099924184,0.0,INSUFFICIENT_COMPARABLES,,2.527257965011165,LOW,9.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10023969,괴정한신더휴,괴정동,사하구,835.0,35.42522075055188,B,380000000.0,478772381.5885555,-5.995872370493071,-28706580.945219874,450065800.64333564,7.196015203505809,-13.19188757399888,18.438368590351484,8.0,DISTRICT_RELAXED,-41.0182451671035,14.634470019105738,LOW,23.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10023975,동래래미안아이파크,온천동,동래구,3853.0,65.3701986754967,B,895000000.0,699390321.3189615,6.737882959286323,47124101.279048204,746514422.5980097,46.893435979760746,-40.15555302047442,-16.59056730748495,8.0,ALL_SAME_DONG,-59.08038939020004,-21.230716650748803,MEDIUM,71.0,6M,OK,OK,2026-08-28
A10024005,동래3차SKVIEW,온천동,동래구,999.0,83.8975165562914,B,504000000.0,620403875.5962573,15.465955809686193,95951389.2412976,716355264.8375549,-17.488289414233588,32.954245223919784,42.13398111856248,8.0,ALL_SAME_DONG,31.67993817880921,34.22855226903035,MEDIUM,38.0,6M,OK,OK,2026-08-28
A10024185,부산사하중흥S-클래스,구평동,사하구,665.0,36.72902869757174,B,,,,,,,,,,,,,LOW,,,OK,RECENT_PRICE_MISSING,2026-08-28
A10024201,리버파크반도유보라,구포동,북구,790.0,52.61782560706401,B,455000000.0,319789624.48333204,1.1167662544392831,3571302.611427963,323360927.09476,42.28103889709385,-41.164272642654566,-28.93166437477802,0.0,INSUFFICIENT_COMPARABLES,,-41.164272642654566,LOW,17.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10024226,삼한골든뷰에듀스테이션,부곡동,금정구,610.0,65.36490066225166,B,615000000.0,583837792.46469,6.7354839358175544,39324300.72269106,623162093.187381,42.08912152472827,-35.353637588910715,1.327169623964397,7.0,ALL_SAME_DONG,-72.10528217440937,1.3980069965879416,LOW,18.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10024249,해운대센텀트루엘1단지,반여동,해운대구,531.0,37.38101545253864,B,433000000.0,462216297.1793705,-5.212657545926758,-24093752.69342369,438122544.48594683,-9.22775708998833,4.015099544061572,1.1830356780477613,5.0,RELAXED_SAME_DONG_2,6.92194208437693,1.1082570037462158,MEDIUM,15.0,6M,OK,OK,2026-08-28
A10024303,영도센트럴에일린의뜰,봉래동4가,영도구,1216.0,42.63222958057395,B,461000000.0,517537404.3254893,-3.0773309101863933,-15926338.515084624,501611065.81040466,-10.924312687925418,7.846981777739025,8.809341824382798,0.0,INSUFFICIENT_COMPARABLES,,7.846981777739025,LOW,24.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10024318,이편한세상금정산,만덕동,북구,1969.0,40.05496688741722,B,427500000.0,424917318.44358265,-4.131280282847715,-17554525.395264983,407362793.0483177,48.67921725836422,-52.81049754121193,-4.710457766475395,12.0,ALL_SAME_DONG,-100.88190677568166,-4.7390883067422,HIGH,40.0,6M,OK,OK,2026-08-28
A10024328,동대신역비스타동원아파트,동대신동1가,서구,503.0,48.52251655629139,B,416500000.0,417973411.1995764,-0.6248416972477022,-2611672.1565835476,415361739.04299283,-0.35251314081145013,-0.2723285564362521,-0.27329194646030786,0.0,INSUFFICIENT_COMPARABLES,,-0.2723285564362521,LOW,22.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10024341,화명푸르지오헤리센트,화명동,북구,886.0,45.28443708609271,B,593000000.0,445912561.7545295,-1.9806351409914935,-8831900.896205604,437080660.8583239,51.62466282837673,-53.60529796936822,-26.29331182827591,17.0,ALL_SAME_DONG,-72.24424770934787,-34.96634822938858,HIGH,31.0,6M,OK,OK,2026-08-28
A10024383,사하역비스타동원,괴정동,사하구,513.0,62.49724061810154,B,525000000.0,480975224.7610258,5.4448437547776285,26188349.487428427,507163574.2484542,28.886834141023176,-23.441990386245546,-3.3974144288658636,7.0,DISTRICT_RELAXED,-43.17559313975847,-3.7083876327326246,MEDIUM,12.0,6M,OK,OK,2026-08-28
A10024476,일광신도시비스타동원2차,일광읍이천리,기장군,917.0,70.97770419426048,B,615000000.0,626092115.7704742,9.307521388987073,58273657.59009862,684365773.3605728,25.93754592079174,-16.63002453180467,11.27898753830452,13.0,DISTRICT_RELAXED,-44.339213233439324,11.079164169829982,LOW,18.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10024535,대신푸르지오2차,서대신동2가,서구,815.0,66.23658940397351,B,550000000.0,531351883.64379996,7.130924553026441,37890301.933724225,569242185.5775242,3.211828447060394,3.9190961059660467,3.498579195913498,6.0,DISTRICT_RELAXED,4.216828258995875,3.6213639529362185,MEDIUM,29.0,6M,OK,OK,2026-08-28
A10024591,롯데캐슬스타,중동,해운대구,828.0,81.58217439293598,B,1170000000.0,853525377.8722564,14.337341114040502,122372844.92044866,975898222.792705,42.11011636614565,-27.772775252105145,-16.589895487802984,21.0,DISTRICT_RELAXED,-32.804366441099106,-22.741184063111188,HIGH,16.0,6M,OK,OK,2026-08-28
A10024602,서면아이파크1단지,전포동,부산진구,2144.0,47.90739514348786,B,595000000.0,496297365.12251234,-0.8838298478144102,-4386424.246869206,491910940.87564313,53.677446551159065,-54.561276398973476,-17.325892289807875,6.0,ALL_SAME_DONG,-88.35092143961624,-20.771631358330712,MEDIUM,71.0,6M,OK,OK,2026-08-28
A10024606,일광대성베르힐,일광읍삼성리,기장군,518.0,75.63647902869756,B,422500000.0,455006242.0828105,11.489388683813262,52277435.688506424,507283677.77131695,-11.526512252574134,23.015900936387396,20.067142667767325,5.0,ALL_SAME_DONG,27.39828216912941,18.633519703645383,MEDIUM,14.0,6M,OK,OK,2026-08-28
A10024627,연산롯데캐슬골드포레,연산동,연제구,1230.0,64.81462472406182,B,719500000.0,653257253.4233942,6.486603777673539,42374209.678488255,695631463.1018825,16.21302624847103,-9.726422470797493,-3.317378304116403,6.0,RELAXED_SAME_DONG_1,-15.79907197955981,-3.6537729620351733,MEDIUM,36.0,6M,OK,OK,2026-08-28
A10024664,더샵명지퍼스트월드3단지,명지동,강서구,1530.0,44.80794701986755,B,585000000.0,531117042.5619143,-2.1785756172302606,-11570786.38820833,519546256.173706,24.87505818332755,-27.05363380055781,-11.18867415834085,8.0,RELAXED_SAME_DONG_1,-41.783478571381394,-12.323789029734222,MEDIUM,49.0,6M,MIDDLE_SCORE_PARTIAL,OK,2026-08-28
A10024695,광안자이,광안동,수영구,971.0,64.94271523178807,B,900000000.0,716962667.1738863,6.544484998210787,46921514.19596696,763884181.3698533,17.50184735100516,-10.957362352794373,-15.123979847794079,8.0,DISTRICT_RELAXED,-2.929661066684619,-18.98506363890413,MEDIUM,30.0,6M,OK,OK,2026-08-28
