학구ID,학교ID,학교명,학교급구분,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,데이터기준일자
Z000151263,B000005595,석송초등학교,초등학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2025-09-22
Z000151264,B000005595,석송초등학교,초등학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2025-09-22
Z000150713,B000007237,평산초등학교,초등학교,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2025-09-22
Z000151296,B000007237,평산초등학교,초등학교,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2025-09-22
Z000106144,B000026319,중산초등학교,초등학교,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2025-09-22
Z000102668,B000004282,벌원초등학교,초등학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2025-09-22
Z000150275,B000004282,벌원초등학교,초등학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2025-09-22
Z000102015,B000003809,부천수주초등학교,초등학교,7530000,경기도교육청,7581000,경기도부천교육지원청,2025-09-22
Z000100246,B000002092,서울창신초등학교,초등학교,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2025-09-22
Z000150628,B000002092,서울창신초등학교,초등학교,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2025-09-22
Z000100139,B000002007,서울신대림초등학교,초등학교,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2025-09-22
Z000150523,B000006981,산대초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000150524,B000006981,산대초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000150840,B000006981,산대초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000104322,B000006241,용동초등학교,초등학교,8321000,전북특별자치도교육청,8382000,전북특별자치도김제교육지원청,2025-09-22
Z000150457,B000006241,용동초등학교,초등학교,8321000,전북특별자치도교육청,8382000,전북특별자치도김제교육지원청,2025-09-22
Z000105502,B000007449,석전초등학교,초등학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2025-09-22
Z000150549,B000007449,석전초등학교,초등학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2025-09-22
Z000150550,B000007449,석전초등학교,초등학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2025-09-22
Z000105197,B000007153,영화초등학교,초등학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2025-09-22
Z000150876,B000007153,영화초등학교,초등학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2025-09-22
Z000150875,B000007153,영화초등학교,초등학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2025-09-22
Z000151479,B000005169,와수초등학교,초등학교,7801000,강원특별자치도교육청,7932000,강원특별자치도철원교육지원청,2025-09-22
Z000100395,B000002299,서울대청초등학교,초등학교,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2025-09-22
Z000105823,B000007824,북정초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000105089,B000007068,길안초등학교,초등학교,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2025-09-22
Z000151161,B000007068,길안초등학교,초등학교,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2025-09-22
Z000150852,B000007068,길안초등학교,초등학교,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2025-09-22
Z000151160,B000007068,길안초등학교,초등학교,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2025-09-22
Z000106284,B000025963,광주푸른초등학교,초등학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2025-09-22
Z000102367,B000004055,산본초등학교,초등학교,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2025-09-22
Z000103922,B000005810,장암초등학교,초등학교,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2025-09-22
Z000150440,B000005810,장암초등학교,초등학교,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2025-09-22
Z000151559,B000005810,장암초등학교,초등학교,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2025-09-22
Z000100708,B000002561,여고초등학교,초등학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2025-09-22
Z000105914,B000007916,신천초등학교,초등학교,9010000,경상남도교육청,9191000,경상남도산청교육지원청,2025-09-22
Z000150759,B000007916,신천초등학교,초등학교,9010000,경상남도교육청,9191000,경상남도산청교육지원청,2025-09-22
Z000105863,B000007862,삼산초등학교,초등학교,9010000,경상남도교육청,9161000,경상남도고성교육지원청,2025-09-22
Z000150925,B000007862,삼산초등학교,초등학교,9010000,경상남도교육청,9161000,경상남도고성교육지원청,2025-09-22
Z000151183,B000007862,삼산초등학교,초등학교,9010000,경상남도교육청,9161000,경상남도고성교육지원청,2025-09-22
Z000105878,B000007875,상주초등학교,초등학교,9010000,경상남도교육청,9171000,경상남도남해교육지원청,2025-09-22
Z000101550,B000003475,금성초등학교,초등학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2025-09-22
Z000101398,B000003297,광주제석초등학교,초등학교,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2025-09-22
Z000104073,B000006007,전주반월초등학교,초등학교,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2025-09-22
Z000100735,B000002617,금창초등학교,초등학교,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2025-09-22
Z000104721,B000006639,벌교초등학교,초등학교,8490000,전라남도교육청,8601000,전라남도보성교육지원청,2025-09-22
Z000101459,B000003341,정암초등학교,초등학교,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2025-09-22
Z000102942,B000004325,감정초등학교,초등학교,7530000,경기도교육청,7771000,경기도김포교육지원청,2025-09-22
Z000150783,B000004325,감정초등학교,초등학교,7530000,경기도교육청,7771000,경기도김포교육지원청,2025-09-22
Z000102229,B000022534,도래울초등학교,초등학교,7530000,경기도교육청,7621000,경기도고양교육지원청,2025-09-22
Z000150152,B000022534,도래울초등학교,초등학교,7530000,경기도교육청,7621000,경기도고양교육지원청,2025-09-22
Z000151059,B000026228,익산가온초등학교,초등학교,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2025-09-22
Z000150860,B000007138,남산초등학교,초등학교,8750000,경상북도교육청,8811000,경상북도영주교육지원청,2025-09-22
Z000150650,B000007138,남산초등학교,초등학교,8750000,경상북도교육청,8811000,경상북도영주교육지원청,2025-09-22
Z000105971,B000008022,구좌중앙초등학교,초등학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000150615,B000024575,삼화초등학교,초등학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000105992,B000024575,삼화초등학교,초등학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000150594,B000007836,성산초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000150974,B000007836,성산초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000105824,B000007823,삼성초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000101350,B000003196,광주중앙초등학교,초등학교,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2025-09-22
Z000100497,B000002356,서울마장초등학교,초등학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2025-09-22
Z000150042,B000002356,서울마장초등학교,초등학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2025-09-22
Z000101755,B000003647,당수초등학교,초등학교,7530000,경기도교육청,7541000,경기도수원교육지원청,2025-09-22
Z000102800,B000004386,장천초등학교,초등학교,7530000,경기도교육청,7741000,경기도이천교육지원청,2025-09-22
Z000103848,B000005721,금산동초등학교,초등학교,8140000,충청남도교육청,8201000,충청남도금산교육지원청,2025-09-22
Z000103715,B000005583,공주금학초등학교,초등학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2025-09-22
Z000151260,B000005583,공주금학초등학교,초등학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2025-09-22
Z000151262,B000005583,공주금학초등학교,초등학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2025-09-22
Z000151263,B000005583,공주금학초등학교,초등학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2025-09-22
Z000151264,B000005583,공주금학초등학교,초등학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2025-09-22
Z000102036,B000003824,소안초등학교,초등학교,7530000,경기도교육청,7581000,경기도부천교육지원청,2025-09-22
Z000151073,B000006432,시전초등학교,초등학교,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2025-09-22
Z000100197,B000002028,서울쌍문초등학교,초등학교,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2025-09-22
Z000102196,B000004080,진말초등학교,초등학교,7530000,경기도교육청,7781000,경기도시흥교육지원청,2025-09-22
Z000151299,B000004080,진말초등학교,초등학교,7530000,경기도교육청,7781000,경기도시흥교육지원청,2025-09-22
Z000100453,B000002322,서울문창초등학교,초등학교,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2025-09-22
Z000101005,B000002912,대구선원초등학교,초등학교,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2025-09-22
Z000100275,B000002167,서울명덕초등학교,초등학교,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2025-09-22
Z000102513,B000004191,봉담초등학교,초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2025-09-22
Z000150225,B000004191,봉담초등학교,초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2025-09-22
Z000151117,B000004191,봉담초등학교,초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2025-09-22
Z000103235,B000005072,정금초등학교,초등학교,7801000,강원특별자치도교육청,7892000,강원특별자치도횡성교육지원청,2025-09-22
Z000100033,B000001879,서울중흥초등학교,초등학교,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2025-09-22
Z000102083,B000004735,덕정초등학교,초등학교,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2025-09-22
Z000105980,B000007985,도남초등학교,초등학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000151551,B000007985,도남초등학교,초등학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000100733,B000002618,금곡초등학교,초등학교,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2025-09-22
Z000106077,B000008053,토평초등학교,초등학교,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2025-09-22
Z000104054,B000005938,한정초등학교,초등학교,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2025-09-22
Z000151145,B000005938,한정초등학교,초등학교,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2025-09-22
Z000103149,B000004993,송포초등학교,초등학교,7801000,강원특별자치도교육청,7863000,강원특별자치도속초양양교육지원청,2025-09-22
Z000151583,B000004993,송포초등학교,초등학교,7801000,강원특별자치도교육청,7863000,강원특별자치도속초양양교육지원청,2025-09-22
Z000105851,B000007844,화제초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000151210,B000007844,화제초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000151211,B000007844,화제초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000150971,B000007844,화제초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000150972,B000007844,화제초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000150973,B000007844,화제초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000150974,B000007844,화제초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000150975,B000007844,화제초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000150976,B000007844,화제초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000105990,B000007970,삼성초등학교,초등학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000103260,B000005126,거문초등학교,초등학교,7801000,강원특별자치도교육청,7912000,강원특별자치도평창교육지원청,2025-09-22
Z000150362,B000005126,거문초등학교,초등학교,7801000,강원특별자치도교육청,7912000,강원특별자치도평창교육지원청,2025-09-22
Z000105685,B000007682,생림초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2025-09-22
Z000151104,B000007682,생림초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2025-09-22
Z000151105,B000007682,생림초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2025-09-22
Z000151106,B000007682,생림초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2025-09-22
Z000151169,B000007682,생림초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2025-09-22
Z000100137,B000001992,서울시흥초등학교,초등학교,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2025-09-22
Z000103326,B000005194,방산초등학교,초등학교,7801000,강원특별자치도교육청,7952000,강원특별자치도양구교육지원청,2025-09-22
Z000105111,B000007076,온혜초등학교,초등학교,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2025-09-22
Z000151157,B000007076,온혜초등학교,초등학교,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2025-09-22
Z000151158,B000007076,온혜초등학교,초등학교,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2025-09-22
Z000101315,B000003160,인천창신초등학교,초등학교,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2025-09-22
Z000100380,B000002211,서울지향초등학교,초등학교,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2025-09-22
Z000106032,B000008012,한림초등학교,초등학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000104507,B000006451,관기초등학교,초등학교,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2025-09-22
Z000151467,B000006451,관기초등학교,초등학교,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2025-09-22
Z000151468,B000006451,관기초등학교,초등학교,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2025-09-22
Z000103490,B000005299,충주금릉초등학교,초등학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2025-09-22
Z000101852,B000003768,돌마초등학교,초등학교,7530000,경기도교육청,7551000,경기도성남교육지원청,2025-09-22
Z000150637,B000003768,돌마초등학교,초등학교,7530000,경기도교육청,7551000,경기도성남교육지원청,2025-09-22
Z000101710,B000026016,상북초등학교,초등학교,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2025-09-22
Z000150097,B000026016,상북초등학교,초등학교,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2025-09-22
Z000106387,B000025225,인천송빛초등학교,초등학교,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2025-09-22
Z000150623,B000005748,전동초등학교,초등학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2025-09-22
Z000150626,B000005748,전동초등학교,초등학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2025-09-22
Z000106113,B000005748,전동초등학교,초등학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2025-09-22
Z000100527,B000002425,서울미양초등학교,초등학교,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2025-09-22
Z000150046,B000002425,서울미양초등학교,초등학교,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2025-09-22
Z000101355,B000003249,광주효동초등학교,초등학교,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2025-09-22
Z000104119,B000005966,전주한들초등학교,초등학교,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2025-09-22
Z000102164,B000004081,시흥월곶초등학교,초등학교,7530000,경기도교육청,7781000,경기도시흥교육지원청,2025-09-22
Z000151011,B000022935,금암초등학교,초등학교,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2025-09-22
Z000101019,B000002871,대구영선초등학교,초등학교,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2025-09-22
Z000103053,B000004910,산현초등학교,초등학교,7801000,강원특별자치도교육청,7822000,강원특별자치도원주교육지원청,2025-09-22
Z000102741,B000004806,미원초등학교장락분교장,초등학교,7530000,경기도교육청,7721000,경기도가평교육지원청,2025-09-22
Z000150727,B000004806,미원초등학교장락분교장,초등학교,7530000,경기도교육청,7721000,경기도가평교육지원청,2025-09-22
Z000103197,B000005055,모곡초등학교,초등학교,7801000,강원특별자치도교육청,7882000,강원특별자치도홍천교육지원청,2025-09-22
Z000150905,B000007420,울진남부초등학교,초등학교,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2025-09-22
Z000103918,B000005803,용당초등학교,초등학교,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2025-09-22
Z000100059,B000001900,서울상신초등학교,초등학교,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2025-09-22
Z000103023,B000004860,추곡초등학교,초등학교,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2025-09-22
Z000150359,B000004860,추곡초등학교,초등학교,7801000,강원특별자치도교육청,7882000,강원특별자치도홍천교육지원청,2025-09-22
Z000102530,B000004197,수영초등학교,초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2025-09-22
Z000100695,B000002560,명서초등학교,초등학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2025-09-22
Z000102047,B000003818,원종초등학교,초등학교,7530000,경기도교육청,7581000,경기도부천교육지원청,2025-09-22
Z000102981,B000004345,학운초등학교,초등학교,7530000,경기도교육청,7771000,경기도김포교육지원청,2025-09-22
Z000106130,B000026120,가득초등학교,초등학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2025-09-22
Z000105984,B000007994,동광초등학교,초등학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000102026,B000003784,상동초등학교,초등학교,7530000,경기도교육청,7581000,경기도부천교육지원청,2025-09-22
Z000150135,B000003784,상동초등학교,초등학교,7530000,경기도교육청,7581000,경기도부천교육지원청,2025-09-22
Z000105605,B000007571,촉석초등학교,초등학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2025-09-22
Z000150571,B000007571,촉석초등학교,초등학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2025-09-22
Z000151050,B000007571,촉석초등학교,초등학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2025-09-22
Z000151051,B000007571,촉석초등학교,초등학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2025-09-22
Z000100675,B000002579,구서초등학교,초등학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2025-09-22
Z000103945,B000005847,가남초등학교,초등학교,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2025-09-22
Z000104433,B000006345,무장초등학교,초등학교,8321000,전북특별자치도교육청,8452000,전북특별자치도고창교육지원청,2025-09-22
Z000101349,B000003198,광주장원초등학교,초등학교,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2025-09-22
Z000103401,B000005268,봉정초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000151398,B000005268,봉정초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000101280,B000003165,인천당하초등학교,초등학교,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2025-09-22
Z000105804,B000007816,대합초등학교,초등학교,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2025-09-22
Z000150586,B000007816,대합초등학교,초등학교,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2025-09-22
Z000150587,B000007816,대합초등학교,초등학교,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2025-09-22
Z000105349,B000007329,이서초등학교,초등학교,8750000,경상북도교육청,8911000,경상북도청도교육지원청,2025-09-22
Z000102947,B000004344,금란초등학교,초등학교,7530000,경기도교육청,7771000,경기도김포교육지원청,2025-09-22
Z000102022,B000003802,부천중앙초등학교,초등학교,7530000,경기도교육청,7581000,경기도부천교육지원청,2025-09-22
Z000104067,B000005980,전주동초등학교,초등학교,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2025-09-22
Z000104087,B000006001,전주신동초등학교,초등학교,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2025-09-22
Z000104118,B000005960,전주풍남초등학교,초등학교,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2025-09-22
Z000102651,B000004299,광주매곡초등학교,초등학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2025-09-22
Z000102468,B000004441,북내초등학교,초등학교,7530000,경기도교육청,7661000,경기도여주교육지원청,2025-09-22
Z000151540,B000004441,북내초등학교,초등학교,7530000,경기도교육청,7661000,경기도여주교육지원청,2025-09-22
Z000151337,B000004441,북내초등학교,초등학교,7530000,경기도교육청,7661000,경기도여주교육지원청,2025-09-22
Z000101538,B000003378,산서초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2025-09-22
Z000151324,B000003378,산서초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2025-09-22
Z000100153,B000001995,서울영원초등학교,초등학교,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2025-09-22
Z000104393,B000006300,장계초등학교,초등학교,8321000,전북특별자치도교육청,8422000,전북특별자치도장수교육지원청,2025-09-22
Z000101882,B000024167,성남화랑초등학교,초등학교,7530000,경기도교육청,7551000,경기도성남교육지원청,2025-09-22
Z000100517,B000002382,서울중마초등학교,초등학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2025-09-22
Z000150045,B000002382,서울중마초등학교,초등학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2025-09-22
Z000100210,B000002071,서울중원초등학교,초등학교,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2025-09-22
Z000103984,B000005894,덕산초등학교,초등학교,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2025-09-22
Z000100294,B000002149,서울송파초등학교,초등학교,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2025-09-22
Z000102144,B000003914,상록초등학교,초등학교,7530000,경기도교육청,7611000,경기도안산교육지원청,2025-09-22
Z000150739,B000003914,상록초등학교,초등학교,7530000,경기도교육청,7611000,경기도안산교육지원청,2025-09-22
Z000100398,B000002284,서울도곡초등학교,초등학교,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2025-09-22
Z000150031,B000002284,서울도곡초등학교,초등학교,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2025-09-22
Z000103096,B000004921,영동초등학교,초등학교,7801000,강원특별자치도교육청,7832000,강원특별자치도강릉교육지원청,2025-09-22
Z000151518,B000004957,북평초등학교,초등학교,7801000,강원특별자치도교육청,7842000,강원특별자치도동해교육지원청,2025-09-22
Z000150395,B000005309,탄금초등학교,초등학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2025-09-22
Z000150396,B000005309,탄금초등학교,초등학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2025-09-22
Z000106424,B000005309,탄금초등학교,초등학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2025-09-22
Z000100910,B000002762,대구율하초등학교,초등학교,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2025-09-22
Z000101721,B000003574,옥동초등학교,초등학교,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2025-09-22
Z000101677,B000003530,화봉초등학교,초등학교,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2025-09-22
Z000100519,B000002365,서울행현초등학교,초등학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2025-09-22
Z000151218,B000007747,거제중앙초등학교,초등학교,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2025-09-22
Z000103975,B000005859,홍동초등학교,초등학교,8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2025-09-22
Z000150620,B000024148,부강초등학교,초등학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2025-09-22
Z000150621,B000024148,부강초등학교,초등학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2025-09-22
Z000106096,B000024148,부강초등학교,초등학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2025-09-22
Z000100545,B000002398,서울월곡초등학교,초등학교,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2025-09-22
Z000101902,B000003738,초림초등학교,초등학교,7530000,경기도교육청,7551000,경기도성남교육지원청,2025-09-22
Z000100898,B000002771,대구숙천초등학교,초등학교,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2025-09-22
Z000102945,B000004331,고창초등학교,초등학교,7530000,경기도교육청,7771000,경기도김포교육지원청,2025-09-22
Z000150344,B000004331,고창초등학교,초등학교,7530000,경기도교육청,7771000,경기도김포교육지원청,2025-09-22
Z000150345,B000004331,고창초등학교,초등학교,7530000,경기도교육청,7771000,경기도김포교육지원청,2025-09-22
Z000150781,B000004331,고창초등학교,초등학교,7530000,경기도교육청,7771000,경기도김포교육지원청,2025-09-22
Z000150782,B000004331,고창초등학교,초등학교,7530000,경기도교육청,7771000,경기도김포교육지원청,2025-09-22
Z000150784,B000004331,고창초등학교,초등학교,7530000,경기도교육청,7771000,경기도김포교육지원청,2025-09-22
Z000151567,B000004331,고창초등학교,초등학교,7530000,경기도교육청,7771000,경기도김포교육지원청,2025-09-22
Z000150853,B000007117,선산초등학교,초등학교,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2025-09-22
Z000105653,B000007675,김해가야초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2025-09-22
Z000150723,B000007675,김해가야초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2025-09-22
Z000102928,B000004414,삼죽초등학교,초등학교,7530000,경기도교육청,7761000,경기도안성교육지원청,2025-09-22
Z000100607,B000002488,하남초등학교,초등학교,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2025-09-22
Z000103456,B000005284,한벌초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000101060,B000002936,대구북동초등학교,초등학교,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2025-09-22
Z000151328,B000005177,사내초등학교,초등학교,7801000,강원특별자치도교육청,7942000,강원특별자치도화천교육지원청,2025-09-22
Z000100585,B000002453,상리초등학교,초등학교,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2025-09-22
Z000105517,B000007504,외동초등학교,초등학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2025-09-22
Z000105839,B000007843,영천초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000151212,B000007843,영천초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000151213,B000007843,영천초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000151214,B000007843,영천초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000150976,B000007843,영천초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
